"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Feedback"
33,"Yes","Travel_Rarely",813,"Research & Development",14,"Bachelor","Medical",1,3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,80,1,8,2,1,5,4,0,4,"All housing near HQ is priced for the top wage earners at Google so you cant buy a house and renting will eat your entire paycheck Googles coding environment is designed for the lowest common denominator and twisted to support a nearly infinitely large codebase 95 of your time will be waiting for spaghetti code to build fighting code review trolls following Google code style"
33,"Yes","Travel_Rarely",465,"Research & Development",2,"College","Life Sciences",1,1,"Female",39,3,1,"Laboratory Technician",1,"Married",2707,21509,7,"No",20,4,1,80,0,13,3,4,9,7,1,7,"You are not really aloud to work on any if your ideas It takes years for the company to start a new project They do not volume anything you say Pay is not as good as competitors The offices look nice in ads but they are really cramped"
32,"Yes","Travel_Rarely",515,"Research & Development",1,"Bachelor","Life Sciences",1,4,"Male",62,2,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,80,0,4,2,1,3,2,1,2,"too much politics no matter how much you try to do your best it doesnt beat office politics no promotion unless you know how to play politics"
37,"Yes","Travel_Frequently",504,"Research & Development",10,"Bachelor","Medical",1,1,"Male",61,3,3,"Manufacturing Director",3,"Divorced",10048,22573,6,"No",11,3,2,80,2,17,5,3,1,0,0,0,"Snobby childish one upmanship work culture Endless meetings Large campus creating an in crowd mentality It is a rotating door of temps  contractors"
31,"Yes","Travel_Frequently",307,"Research & Development",29,"College","Medical",1,3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,80,0,6,2,4,5,4,1,4,"You work for a company that has no values what so ever and is doing all it can to violate customers privacy"
28,"Yes","Travel_Rarely",529,"Research & Development",2,"Master","Life Sciences",1,1,"Male",79,3,1,"Laboratory Technician",3,"Single",3485,14935,2,"No",11,3,3,80,0,5,5,1,0,0,0,0,"Poor management There is really weird politics on this team Scheduling is HORRIBLE There is absolutely no worklife balance you get your schedule 3 days before you start working it for the week and there is no PTO since it is an hourly job Management does not treat you well there is little acknowledgment for great ideas and great performance there is a uniform and it is not comfortable"
47,"Yes","Non-Travel",666,"Research & Development",29,"Master","Life Sciences",1,1,"Male",88,3,3,"Manager",2,"Married",11849,10268,1,"Yes",12,3,4,80,1,10,2,2,10,7,9,9,"Working at Google as a contractor is like working in a assembly line NO appreciation at all Even though contractors add to the more the same or more than regular employees Very disappointing I wouldnt recommend anyone to work as a contractor here"
44,"Yes","Travel_Frequently",920,"Research & Development",24,"Bachelor","Life Sciences",1,4,"Male",43,3,1,"Laboratory Technician",3,"Divorced",3161,19920,3,"Yes",22,4,4,80,1,19,0,1,1,0,0,0,"Despite whats official the work expected of you and thus the hours that go into the job are ridiculous and not one that you can expect any sane company to expect"
26,"Yes","Travel_Rarely",1449,"Research & Development",16,"Master","Medical",1,1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,80,1,5,2,3,3,2,0,2,"Not being treated as an equal employee when contractors contribute same if not more than regular full time employees Very discouraging"
26,"Yes","Travel_Rarely",950,"Sales",4,"Master","Marketing",1,4,"Male",48,2,2,"Sales Executive",4,"Single",5828,8450,1,"Yes",12,3,2,80,0,8,0,3,8,7,7,4,"The place smell like mold the pay isnt enough they tell you that your fulltime and only put you on the schedule 1 or 2 days a week The management sucks and their very unorganized"
18,"Yes","Travel_Rarely",230,"Research & Development",3,"Bachelor","Life Sciences",1,3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,80,0,0,2,3,0,0,0,0,"the politics the pressure the stress the backstabbing cutthroat colleagues the lack of transparency constant reorgs lack of job security the disposability of employees lies from management Human Resources team is a ship of fools"
52,"Yes","Travel_Rarely",723,"Research & Development",8,"Master","Medical",1,3,"Male",85,2,2,"Research Scientist",2,"Married",4941,17747,2,"No",15,3,1,80,0,11,3,2,8,2,7,7,"Horrible place to work and management is completely removed from employees I would not recommend working here"
28,"Yes","Travel_Rarely",1157,"Research & Development",2,"Master","Medical",1,1,"Male",84,1,1,"Research Scientist",4,"Married",3464,24737,5,"Yes",13,3,4,80,0,5,4,2,3,2,2,2,"The interviewer asks for dates of college graduation and number of years of experience Then I was told that Google would not consider people with too much experience  The Google employees treat contractors like second class citizens who have nothing to contribute"
39,"Yes","Travel_Rarely",1162,"Sales",3,"College","Medical",1,4,"Female",41,3,2,"Sales Executive",3,"Married",5238,17778,4,"Yes",18,3,1,80,0,12,3,2,1,0,0,0,"If you are a contractor dont expect career growth Take your experience and leave If you are a vendor then expect to be in hell because you will not have any hopes for promotion or conversion If a full time position opens up on your team expect management to block your application even if you are qualified and once they hire a full time employee expect to have to train that person"
29,"Yes","Travel_Rarely",318,"Research & Development",8,"Master","Other",1,2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,80,0,7,4,2,7,7,0,7,"management is not that great they never back up their employees but rather throw them under the bus"
21,"Yes","Travel_Frequently",756,"Sales",1,"Others","Technical Degree",1,1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,80,0,3,3,3,3,2,1,2,"long work hours Very hard to maintain a good work life balance Constant fear of being fired Too much of a bureaucracy you feel like dont contribute to anything"
33,"Yes","Travel_Rarely",350,"Sales",5,"Bachelor","Marketing",1,4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,"Yes",13,3,2,80,0,1,2,3,1,0,0,0,"Being programmer means being creative Well not at Google You will have artificially created restraints in almost every aspect of your work  Here is an example readability In order to being able to commit some code at Google you would need to have a readability in a language youre writing this piece of a code It doesnt matter if you have 10 years of experience in that language "
41,"Yes","Travel_Frequently",143,"Sales",4,"Bachelor","Marketing",1,1,"Male",56,3,2,"Sales Executive",2,"Single",9355,9558,1,"No",18,3,3,80,0,8,5,3,8,7,7,7,"There is no clear career progression and senior management is arrogant"
40,"Yes","Travel_Rarely",575,"Sales",22,"College","Marketing",1,3,"Male",68,2,2,"Sales Executive",3,"Married",6380,6110,2,"Yes",12,3,1,80,2,8,6,3,6,4,1,0,"Where do I start If you have completed more than 5 years work in your career dont even consider joining this glorified telesales centre It is mindnumbing work filled with smart people bored out of their heads and quitely killing time to get the 2 year stint onto their CV The place is full of politics "
21,"Yes","Travel_Rarely",156,"Sales",12,"Bachelor","Life Sciences",1,3,"Female",90,4,1,"Sales Representative",2,"Single",2716,25422,1,"No",15,3,4,80,0,1,0,3,1,0,0,0,"As it has grown big Google has become miserably stagnant when it comes to giving proper recognition to employees during perfcycles and promotion They manage to suck the top brains from fresh college grads from IITs IISc at a low package and yet quoting an attractive package which differs from CTC by at least 12000$ yearly"
34,"Yes","Non-Travel",1362,"Sales",19,"Bachelor","Marketing",1,1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,80,0,9,3,2,5,2,0,4,"Neverending workload and hours constant firedrill  change for changes sake lack of recognition very limited career opportunities for many all of whom are used to being high achievers highly political company rests on its laurels regarding its reputation as a great employer"
26,"Yes","Travel_Frequently",575,"Research & Development",3,"Others","Technical Degree",1,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,"No",22,4,3,80,0,7,2,3,6,4,0,4,"Google is the only company Ive ever worked for where Ive had to put up with an endless supply of childish and disrespectful behavior coming from coworkers Its also the only workplace Ive been to where my manager behaves like a 12 year old"
30,"Yes","Travel_Frequently",464,"Research & Development",4,"Bachelor","Technical Degree",1,3,"Male",40,3,1,"Research Scientist",4,"Single",2285,3427,9,"Yes",23,4,3,80,0,3,4,3,1,0,0,0,"too much pressure need to work over time benefit is not as good as before cancel some projects since they are not promising"
25,"Yes","Travel_Rarely",688,"Research & Development",3,"Bachelor","Medical",1,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,80,1,6,5,3,2,2,0,2,"you cannot focus on the actual work cos reorgs are happening all the time everything is so disorganized and chaotic"
24,"Yes","Travel_Rarely",1448,"Sales",1,"Others","Technical Degree",1,1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,"Yes",16,3,2,80,0,6,4,3,5,3,1,4,"Unprofessional Poor leadership No career growth Poor planning Unstructured No rewards or acknowledgment for doing good work"
34,"Yes","Travel_Frequently",296,"Sales",6,"College","Marketing",1,4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,"No",16,3,4,80,1,3,3,2,2,2,1,0,"Since Larry became CEO things have changed Things have become more and more topdown and even the SVPs have assumed dictatorial role Starting anything new requires approval distributed offices are treated like filth"
29,"Yes","Travel_Rarely",408,"Research & Development",25,"Doctor","Technical Degree",1,3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,80,0,6,2,4,2,2,1,1,"The spirit is gone Unengaged unless its an OKR of course employees Devoid of passion Peoplehostile The business is not focused on clients one bit at all The business main focus is on visibility creating endless trix excel sheets and meaningless presentations"
19,"Yes","Travel_Rarely",489,"Human Resources",2,"College","Technical Degree",1,1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,80,0,1,3,4,1,0,0,0,"Theyve become puppets of the corporate culture of the bottom line mentality at cost to their clients All they do now is fight legal battles and gouge clients budgets Sad Lots of turnover there If you dont do what they wantthey let you goeven if its unethical"
33,"Yes","Travel_Rarely",1277,"Research & Development",15,"Others","Medical",1,2,"Male",56,3,3,"Manager",3,"Married",13610,24619,7,"Yes",12,3,4,80,0,15,2,4,7,6,7,7,"Bad Chairs  bad place for growth and i think people may get more depress after going to posh"
33,"Yes","Travel_Rarely",587,"Research & Development",10,"Others","Medical",1,1,"Male",38,1,1,"Laboratory Technician",4,"Divorced",3408,6705,7,"No",13,3,1,80,3,8,2,3,4,3,1,3,"Management sucks Lots of medicore managers waiting to get their stock options Lack of direction Lots office politics Salary is average"
31,"Yes","Travel_Frequently",534,"Research & Development",20,"Bachelor","Life Sciences",1,1,"Male",66,3,3,"Healthcare Representative",3,"Married",9824,22908,3,"No",12,3,1,80,0,12,2,3,1,0,0,0,"Everyone is overqualified Projects you work on are not suited with your experiences"
34,"Yes","Travel_Frequently",988,"Human Resources",23,"Bachelor","Human Resources",1,2,"Female",43,3,3,"Human Resources",1,"Divorced",9950,11533,9,"Yes",15,3,3,80,3,11,2,3,3,2,0,2,"Completely inflexible approach put a lot of stress on me and my family Terrible communications from HR department"
22,"Yes","Travel_Frequently",1368,"Research & Development",4,"Others","Technical Degree",1,3,"Male",99,2,1,"Laboratory Technician",3,"Single",3894,9129,5,"No",16,3,3,80,0,4,3,3,2,2,1,2,"there were no cons I just got bored easy"
26,"Yes","Travel_Frequently",426,"Human Resources",17,"Master","Life Sciences",1,2,"Female",58,3,1,"Human Resources",3,"Divorced",2741,22808,0,"Yes",11,3,2,80,1,8,2,2,7,7,1,0,"Too much politics especially in the Dublin office The management is so bad that people leave out of desperation frustration and so so much disappointment Stress and anxiety are very common among Googlers where everyone wants to excel It is you against them and you are pushed to work harder and harder and harder every day"
